"","state","year","mortality_rate","aar_mortality","incidence_rate","aar_incidence","Female","avg_NO3_lg","avg_SO2_lg","avg_TSO4_lg","avg_TNH4_lg","avg_CA_lg","avg_K_lg","avg_MG_lg","avg_NA_lg","avg_CL_lg"
"266","Connecticut",2008,0.000529327527930289,52.4,0.000794860942817553,78.7,0,0.588146139067606,0.818525616651926,0.81356991572479,-0.261509346994729,-2.45981282915115,-2.7597805323866,-3.21732043134651,-1.35442279299562,-2.10875765639125
"267","Connecticut",2009,0.000515283076788142,51.2,0.000740322718386547,72.5,0,0.506294991317645,0.615257362089803,0.613846905548395,-0.435640850618226,-2.45551216276316,-2.65690018620945,-3.24374994431456,-1.29250281637577,-1.98008362098708
"268","Connecticut",2010,0.000532623780503903,51.4,0.000755315619766311,72,0,0.334020056659819,0.116739756587247,0.433193757677108,-0.592411187697042,-2.3741430647263,-2.6083005894747,-3.22369511130415,-1.33319846163235,-1.5436501718961
"269","Connecticut",2011,0.000510430346571905,48.8,0.000774801221141659,73.7,0,0.588252739847195,0.343760827583006,0.521707505094051,-0.399965043838654,-2.44107284749147,-2.76327570161462,-3.23035449695311,-1.31033220840077,-1.77312120240096
"270","Connecticut",2012,0.000483086822008202,44.7,0.000735479700646057,68,0,0.48713253072026,-0.105725967042434,0.330538457733594,-0.574796784515389,-2.38435846406858,-2.87150848568301,-3.24394711491706,-1.45354424699467,-1.98393557684685
"271","Connecticut",2013,0.000481686496284337,43.9,0.000763621483446022,68.9,0,0.444482180618595,-0.167697250451729,0.361076029252998,-0.605028573638421,-2.46764473294736,-2.82885618361481,-3.20041974004729,-1.21603877025039,-1.57936525023663
"272","Connecticut",2014,0.000466654724565321,41.8,0.000745050208169082,65.9,0,0.422355000776432,-0.108200013303752,0.242937128795684,-0.711604943361148,-2.39402078831649,-2.81825576842324,-3.09776499911914,-1.0512574397853,-1.37935847011878
"273","Connecticut",2015,0.000443510177301195,38.9,0.000723561706782619,62.5,0,0.421938202390761,-0.241385458392538,0.120695796250237,-0.851664523254713,-2.33245537231097,-2.83389112471805,-3.13279174843717,-1.20128933322735,-1.49210849438586
"274","Connecticut",2016,0.000450370180222561,38.8,0.000761503778009902,64.5,0,0.3236877813841,-0.522666695191478,-0.204870351358161,-1.13907895416834,-2.41174366180634,-2.99236539882353,-3.22344507152379,-1.34484385827003,-1.60316352002016
"275","Connecticut",2017,0.00041478826292642,35.2,0.000774500905879208,64.1,0,0.264247106192627,-0.673785827081326,-0.258970031399475,-1.07548375038687,-2.39668446765732,-2.92484376402724,-3.22398500839271,-1.29738926552722,-1.47601710284673
"276","Connecticut",2018,0.000432231248884264,35.5,0.000702591034042946,57,0,0.24152888513155,-0.937106853351332,-0.273362018677032,-1.15186701958526,-2.42579629606896,-2.77480656445001,-3.21527654083855,-1.28998468098248,-1.53425908527889
